Дата,Температура
2015/09/14,+21
2015/09/15,+22
2015/09/16,+22
2015/09/17,+23
2015/09/18,+22
2015/09/19,+28
2015/09/20,+25
2015/09/21,+23
2015/09/22,+26
2015/09/23,+27
2015/09/24,+27
2015/09/25,+27
2015/09/26,+27
2015/09/27,+29
2015/09/28,+28
2015/09/29,+23
2015/09/30,+18
2015/10/1,+13
2015/10/2,+9
2015/10/3,+11
2015/10/4,+11
2015/10/5,+17
2015/10/6,+19
2015/10/7,+3
2015/10/8,0
2015/10/9,+1
2015/10/10,0
2015/10/11,+1
2015/10/12,+2
2015/10/13,+3
2015/10/14,+9
2015/10/15,+6
2015/10/16,+7
2015/10/17,+10
2015/10/18,+11
2015/10/19,+5
2015/10/20,+1
2015/10/21,+1
2015/10/22,+3
2015/10/23,+3
2015/10/24,0
2015/10/25,+1
2015/10/26,+3
2015/10/27,+7
2015/10/28,+5
2015/10/29,+3
2015/10/30,0
2015/10/31,-1
2015/11/1,0
2015/11/2,+3
2015/11/3,+4
2015/11/4,+5
2015/11/5,+5
2015/11/6,+3
2015/11/7,+3
2015/11/8,+2
2015/11/9,+3
2015/11/10,+2
2015/11/11,0
2015/11/12,0
2015/11/13,-1
2015/11/14,-4
2015/11/15,-3
2015/11/16,-3
2015/11/17,-6
2015/11/18,-4
2015/11/19,-6
2015/11/20,-9
2015/11/21,+3
2015/11/22,+7
2015/11/23,+10
2015/11/24,+3
2015/11/25,+1
2015/11/26,0
2015/11/27,-4
2015/11/28,-2
2015/11/29,+2
2015/11/30,0
2015/12/1,-1
2015/12/2,+1
2015/12/3,-1
2015/12/4,-3
2015/12/5,-1
2015/12/6,+2
2015/12/7,+2
2015/12/8,+1
2015/12/9,0
2015/12/10,+2
2015/12/11,-1
2015/12/12,-2
2015/12/13,+1
2015/12/14,0
2015/12/15,-2
2015/12/16,-4
2015/12/17,-9
2015/12/18,-10
2015/12/19,-16
2015/12/20,-6
2015/12/21,-1
2015/12/22,+2
2015/12/23,+2
2015/12/24,+1
2015/12/25,-1
2015/12/26,-5
2015/12/27,+1
2015/12/28,-4
2015/12/29,-6
2015/12/30,-11
2015/12/31,-16
2016/01/1,-16
2016/01/2,-19
2016/01/3,-12
2016/01/4,-17
2016/01/5,-15
2016/01/6,-16
2016/01/7,-16
2016/01/8,-9
2016/01/9,-6
2016/01/10,-6
2016/01/11,-12
2016/01/12,-17
2016/01/13,-11
2016/01/14,-6
2016/01/15,-5
2016/01/16,-6
2016/01/17,-12
2016/01/18,-4
2016/01/19,-7
2016/01/20,-2
2016/01/21,-8
2016/01/22,-12
2016/01/23,-6
2016/01/24,-8
2016/01/25,-19
2016/01/26,-19
2016/01/27,-17
2016/01/28,-17
2016/01/29,-11
2016/01/30,-3
2016/01/31,+1
2016/02/1,+2
2016/02/2,0
2016/02/3,0
2016/02/4,+2
2016/02/5,+1
2016/02/6,-3
2016/02/7,-2
2016/02/8,-3
2016/02/9,0
2016/02/10,0
2016/02/11,-7
2016/02/12,-4
2016/02/13,-3
2016/02/14,-5
2016/02/15,-5
2016/02/16,-2
2016/02/17,0
2016/02/18,-2
2016/02/19,0
2016/02/20,+1
2016/02/21,-4
2016/02/22,-3
2016/02/23,+3
2016/02/24,+3
2016/02/25,0
2016/02/26,+3
2016/02/27,+1
2016/02/28,+1
2016/02/29,+2
2016/03/1,0
2016/03/2,-2
2016/03/3,0
2016/03/4,+3
2016/03/5,+2
2016/03/6,+3
2016/03/7,+6
2016/03/8,+3
2016/03/9,+2
2016/03/10,+3
2016/03/11,+4
2016/03/12,+6
2016/03/13,+1
2016/03/14,-2
2016/03/15,-2
2016/03/16,0
2016/03/17,+2
2016/03/18,+3
2016/03/19,-4
2016/03/20,-4
2016/03/21,-2
2016/03/22,-2
2016/03/23,+4
2016/03/24,+2
2016/03/25,+2
2016/03/26,+6
2016/03/27,+2
2016/03/28,+3
2016/03/29,+5
2016/03/30,+6
2016/03/31,+9
2016/04/1,+4
2016/04/2,+5
2016/04/3,+6
2016/04/4,+5
2016/04/5,+5
2016/04/6,+4
2016/04/7,+6
2016/04/8,+14
2016/04/9,+17
2016/04/10,+17
2016/04/11,+19
2016/04/12,+17
2016/04/13,+20
2016/04/14,+19
2016/04/15,+22
2016/04/16,+23
2016/04/17,+18
2016/04/18,+9
2016/04/19,+15
2016/04/20,+10
2016/04/21,+11
2016/04/22,+11
2016/04/23,+9
2016/04/24,+9
2016/04/25,+18
2016/04/26,+22
2016/04/27,+20
2016/04/28,+17
2016/04/29,+15
2016/04/30,+14
2016/05/1,+10
2016/05/2,+12
2016/05/3,+15
2016/05/4,+11
2016/05/5,+19
2016/05/6,+21
2016/05/7,+23
2016/05/8,+21
2016/05/9,+19
2016/05/10,+25
2016/05/11,+22
2016/05/12,+22
2016/05/13,+10
2016/05/14,+15
2016/05/15,+8
2016/05/16,+15
2016/05/17,+18
2016/05/18,+17
2016/05/19,+24
2016/05/20,+17
2016/05/21,+20
2016/05/22,+20
2016/05/23,+21
2016/05/24,+25
2016/05/25,+29
2016/05/26,+30
2016/05/27,+29
2016/05/28,+30
2016/05/29,+30
2016/05/30,+24
2016/05/31,+17
2016/06/1,+15
2016/06/2,+21
2016/06/3,+20
2016/06/4,+18
2016/06/5,+25
2016/06/6,+22
2016/06/7,+18
2016/06/8,+12
2016/06/9,+16
2016/06/10,+20
2016/06/11,+24
2016/06/12,+26
2016/06/13,+22
2016/06/14,+22
2016/06/15,+29
2016/06/16,+31
2016/06/17,+31
2016/06/18,+29
2016/06/19,+31
2016/06/20,+30
2016/06/21,+30
2016/06/22,+31
2016/06/23,+27
2016/06/24,+26
2016/06/25,+20
2016/06/26,+22
2016/06/27,+24
2016/06/28,+19
2016/06/29,+23
2016/06/30,+24
2016/07/1,+23
2016/07/2,+26
2016/07/3,+29
2016/07/4,+29
2016/07/5,+30
2016/07/6,+24
2016/07/7,+26
2016/07/8,+31
2016/07/9,+19
2016/07/10,+24
2016/07/11,+27
2016/07/12,+21
2016/07/13,+29
2016/07/14,+31
2016/07/15,+29
2016/07/16,+30
2016/07/17,+33
2016/07/18,+29
2016/07/19,+28
2016/07/20,+28
2016/07/21,+31
2016/07/22,+18
2016/07/23,+24
2016/07/24,+23
2016/07/25,+26
2016/07/26,+26
2016/07/27,+27
2016/07/28,+28
2016/07/29,+29
2016/07/30,+31
2016/07/31,+32
2016/08/1,+21
2016/08/2,+31
2016/08/3,+33
2016/08/4,+33
2016/08/5,+31
2016/08/6,+30
2016/08/7,+31
2016/08/8,+34
2016/08/9,+26
2016/08/10,+29
2016/08/11,+30
2016/08/12,+33
2016/08/13,+34
2016/08/14,+36
2016/08/15,+30
2016/08/16,+26
2016/08/17,+33
2016/08/18,+35
2016/08/19,+34
2016/08/20,+36
2016/08/21,+29
2016/08/22,+29
2016/08/23,+32
2016/08/24,+33
2016/08/25,+33
2016/08/26,+24
2016/08/27,+22
2016/08/28,+28
2016/08/29,+20
2016/08/30,+22
2016/08/31,+27
2016/09/1,+14
2016/09/2,+14
2016/09/3,+17
2016/09/4,+22
2016/09/5,+20
2016/09/6,+20
2016/09/7,+17
2016/09/8,+14
2016/09/9,+14
2016/09/10,+14
2016/09/11,+14
2016/09/12,+12
2016/09/13,+17
2016/09/14,+12
2016/09/15,+11
2016/09/16,+13
2016/09/17,+11
2016/09/18,+14
2016/09/19,+10
2016/09/20,+12
2016/09/21,+10
2016/09/22,+19
2016/09/23,+14
2016/09/24,+20
2016/09/25,+21
2016/09/26,+15
2016/09/27,+10
2016/09/28,+13
2016/09/29,+12
2016/09/30,+13
2016/10/1,+11
2016/10/2,+19
2016/10/3,+17
2016/10/4,+19
2016/10/5,+21
2016/10/6,+12
2016/10/7,+16
2016/10/8,+18
2016/10/9,+11
2016/10/10,+7
2016/10/11,+5
2016/10/12,+7
2016/10/13,+4
2016/10/14,+2
2016/10/15,+5
2016/10/16,+2
2016/10/17,+4
2016/10/18,+4
2016/10/19,+6
2016/10/20,+6
2016/10/21,+3
2016/10/22,+3
2016/10/23,+1
2016/10/24,+2
2016/10/25,+1
2016/10/26,0
2016/10/27,+3
2016/10/28,+3
2016/10/29,-1
2016/10/30,0
2016/10/31,0
2016/11/1,-2
2016/11/2,-4
2016/11/3,-4
2016/11/4,0
2016/11/5,+1
2016/11/6,-1
2016/11/7,-2
2016/11/8,+7
2016/11/9,+2
2016/11/10,+1
2016/11/11,+6
2016/11/12,+2
2016/11/13,-2
2016/11/14,-2
2016/11/15,-6
2016/11/16,-7
2016/11/17,-6
2016/11/18,-6
2016/11/19,-8
2016/11/20,-11
2016/11/21,-9
2016/11/22,-5
2016/11/23,-3
2016/11/24,-1
2016/11/25,-2
2016/11/26,-2
2016/11/27,-2
2016/11/28,+2
2016/11/29,0
2016/11/30,-8
2016/12/1,-9
2016/12/2,-9
2016/12/3,-7
2016/12/4,-9
2016/12/5,-10
2016/12/6,-6
2016/12/7,-15
2016/12/8,-16
2016/12/9,-7
2016/12/10,-5
2016/12/11,-11
2016/12/12,-15
2016/12/13,-15
2016/12/14,-18
2016/12/15,-18
2016/12/16,-21
2016/12/17,-19
2016/12/18,-9
2016/12/19,-2
2016/12/20,-21
2016/12/21,-15
2016/12/22,-19
2016/12/23,-12
2016/12/24,-7
2016/12/25,-8
2016/12/26,-7
2016/12/27,-4
2016/12/28,-3
2016/12/29,-2
2016/12/30,-5
2016/12/31,-4
2017/01/1,-4
2017/01/2,-3
2017/01/3,0
2017/01/4,-5
2017/01/5,-6
2017/01/6,-1
2017/01/7,-3
2017/01/8,-7
2017/01/9,-10
2017/01/10,-9
2017/01/11,-7
2017/01/12,-11
2017/01/13,-7
2017/01/14,-12
2017/01/15,-14
2017/01/16,-14
2017/01/17,-12
2017/01/18,-14
2017/01/19,-9
2017/01/20,-8
2017/01/21,-9
2017/01/22,-8
2017/01/23,-7
2017/01/24,-1
2017/01/25,-6
2017/01/26,-17
2017/01/27,-16
2017/01/28,-19
2017/01/29,-15
2017/01/30,-12
2017/01/31,-10
2017/02/1,-11
2017/02/2,-8
2017/02/3,-11
2017/02/4,-13
2017/02/5,-12
2017/02/6,-16
2017/02/7,-16
2017/02/8,-15
2017/02/9,-12
2017/02/10,-7
2017/02/11,-11
2017/02/12,-10
2017/02/13,-8
2017/02/14,-7
2017/02/15,-8
2017/02/16,-8
2017/02/17,-6
2017/02/18,-11
2017/02/19,+2
2017/02/20,+1
2017/02/21,+2
2017/02/22,+1
2017/02/23,+1
2017/02/24,+2
2017/02/25,+2
2017/02/26,0
2017/02/27,-2
2017/02/28,+1
2017/03/1,+1
2017/03/2,-2
2017/03/3,+1
2017/03/4,+1
2017/03/5,+4
2017/03/6,+5
2017/03/7,+1
2017/03/8,-3
2017/03/9,-3
2017/03/10,-5
2017/03/11,-2
2017/03/12,-2
2017/03/13,+1
2017/03/14,+3
2017/03/15,-1
2017/03/16,0
2017/03/17,-2
2017/03/18,-4
2017/03/19,-4
2017/03/20,0
2017/03/21,+2
2017/03/22,+2
2017/03/23,+1
2017/03/24,+5
2017/03/25,+3
2017/03/26,+2
2017/03/27,+3
2017/03/28,+3
2017/03/29,-1
2017/03/30,-1
2017/03/31,-2
2017/04/1,0
2017/04/2,0
2017/04/3,+3
2017/04/4,+2
2017/04/5,+4
2017/04/6,+7
2017/04/7,+9
2017/04/8,+8
2017/04/9,+14
2017/04/10,+7
2017/04/11,+14
2017/04/12,+16
2017/04/13,+10
2017/04/14,+15
2017/04/15,+8
2017/04/16,+10
2017/04/17,+14
2017/04/18,+4
2017/04/19,+5
2017/04/20,+2
2017/04/21,+6
2017/04/22,0
2017/04/23,+13
2017/04/24,+9
2017/04/25,+11
2017/04/26,+13
2017/04/27,+17
2017/04/28,+20
2017/04/29,+23
2017/04/30,+25
2017/05/1,+26
2017/05/2,+25
2017/05/3,+27
2017/05/4,+17
2017/05/5,+10
2017/05/6,+17
2017/05/7,+13
2017/05/8,+24
2017/05/9,+24
2017/05/10,+13
2017/05/11,+10
2017/05/12,+14
2017/05/13,+12
2017/05/14,+14
2017/05/15,+14
2017/05/16,+16
2017/05/17,+16
2017/05/18,+20
2017/05/19,+18
2017/05/20,+23
2017/05/21,+14
2017/05/22,+12
2017/05/23,+13
2017/05/24,+20
2017/05/25,+25
2017/05/26,+23
2017/05/27,+24
2017/05/28,+12
2017/05/29,+10
2017/05/30,+19
2017/05/31,+20
2017/06/1,+27
2017/06/2,+23
2017/06/3,+7
2017/06/4,+13
2017/06/5,+13
2017/06/6,+19
2017/06/7,+16
2017/06/8,+17
2017/06/9,+18
2017/06/10,+24
2017/06/11,+18
2017/06/12,+21
2017/06/13,+25
2017/06/14,+22
2017/06/15,+20
2017/06/16,+16
2017/06/17,+20
2017/06/18,+15
2017/06/19,+22
2017/06/20,+19
2017/06/21,+25
2017/06/22,+22
2017/06/23,+15
2017/06/24,+13
2017/06/25,+21
2017/06/26,+25
2017/06/27,+25
2017/06/28,+26
2017/06/29,+24
2017/06/30,+25
2017/07/1,+21
2017/07/2,+31
2017/07/3,+23
2017/07/4,+26
2017/07/5,+24
2017/07/6,+18
2017/07/7,+21
2017/07/8,+20
2017/07/9,+19
2017/07/10,+21
2017/07/11,+19
2017/07/12,+21
2017/07/13,+24
2017/07/14,+27
2017/07/15,+29
2017/07/16,+30
2017/07/17,+31
2017/07/18,+26
2017/07/19,+25
2017/07/20,+26
2017/07/21,+23
2017/07/22,+25
2017/07/23,+26
2017/07/24,+22
2017/07/25,+25
2017/07/26,+25
2017/07/27,+27
2017/07/28,+32
2017/07/29,+35
2017/07/30,+32
2017/07/31,+28
2017/08/1,+27
2017/08/2,+27
2017/08/3,+27
2017/08/4,+28
2017/08/5,+31
2017/08/6,+27
2017/08/7,+28
2017/08/8,+28
2017/08/9,+25
2017/08/10,+23
2017/08/11,+25
2017/08/12,+26
2017/08/13,+23
2017/08/14,+22
2017/08/15,+25
2017/08/16,+26
2017/08/17,+26
2017/08/18,+25
2017/08/19,+26
2017/08/20,+27
2017/08/21,+28
2017/08/22,+30
2017/08/23,+33
2017/08/24,+30
2017/08/25,+24
2017/08/26,+24
2017/08/27,+24
2017/08/28,+23
2017/08/29,+27
2017/08/30,+26
2017/08/31,+25
2017/09/1,+27
2017/09/2,+28
2017/09/3,+23
2017/09/4,+20
2017/09/5,+13
2017/09/6,+14
2017/09/7,+27
2017/09/8,+16
2017/09/9,+14
2017/09/10,+15
2017/09/11,+13
2017/09/12,+24
2017/09/13,+27
2017/09/14,+28
2017/09/15,+25
2017/09/16,+24
2017/09/17,+21
2017/09/18,+24
2017/09/19,+30
2017/09/20,+21
2017/09/21,+18
2017/09/22,+12
2017/09/23,+16
2017/09/24,+12
2017/09/25,+8
2017/09/26,+8
2017/09/27,+9
2017/09/28,+9
2017/09/29,+8
2017/09/30,+7
2017/10/1,+7
2017/10/2,+7
2017/10/3,+8
2017/10/4,+4
2017/10/5,+12
2017/10/6,+12
2017/10/7,+11
2017/10/8,+15
2017/10/9,+17
2017/10/10,+17
2017/10/11,+11
2017/10/12,+12
2017/10/13,+11
2017/10/14,+10
2017/10/15,+9
2017/10/16,+7
2017/10/17,+9
2017/10/18,+8
2017/10/19,+13
2017/10/20,+6
2017/10/21,+2
2017/10/22,+3
2017/10/23,+2
2017/10/24,+1
2017/10/25,+1
2017/10/26,-1
2017/10/27,-1
2017/10/28,0
2017/10/29,+6
2017/10/30,+7
2017/10/31,+4
2017/11/1,+3
2017/11/2,+2
2017/11/3,+2
2017/11/4,+2
2017/11/5,+1
2017/11/6,+1
2017/11/7,+2
2017/11/8,+3
2017/11/9,+2
2017/11/10,-1
2017/11/11,+2
2017/11/12,+2
2017/11/13,+6
2017/11/14,+2
2017/11/16,+2
2017/11/17,+2
2017/11/18,+2
2017/11/19,+1
2017/11/20,+4
2017/11/21,+3
2017/11/22,+5
2017/11/23,+4
2017/11/24,+1
2017/11/25,-2
2017/11/28,-1
2017/11/29,-2
2017/11/30,-2
2017/12/1,-3
2017/12/2,-5
2017/12/3,-5
2017/12/4,-3
2017/12/5,-4
2017/12/6,-5
2017/12/7,-4
2017/12/8,-4
2017/12/9,-6
2017/12/10,-6
2017/12/11,-3
2017/12/12,-4
2017/12/13,-5
2017/12/14,-5
2017/12/15,-9
2017/12/16,-10
2017/12/17,-10
2017/12/18,-11
2017/12/19,-12
2017/12/20,-9
2017/12/21,-5
2017/12/22,-8
2017/12/23,-6
2017/12/24,-6
2017/12/25,-5
2017/12/26,-7
2017/12/27,+2
2017/12/28,+2
2017/12/29,+1
2017/12/30,+1
2017/12/31,-5
2018/01/1,-5
2018/01/2,-3
2018/01/3,-2
2018/01/4,-7
2018/01/5,-10
2018/01/6,-9
2018/01/7,-6
2018/01/8,-4
2018/01/9,-5
2018/01/10,-6
2018/01/11,-4
2018/01/12,-7
2018/01/13,-15
2018/01/14,-14
2018/01/15,-9
2018/01/16,-7
2018/01/17,-9
2018/01/18,-13
2018/01/19,-16
2018/01/20,-12
2018/01/21,-9
2018/01/22,-7
2018/01/23,-8
2018/01/24,-11
2018/01/25,-11
2018/01/26,-13
2018/01/27,-14
2018/01/28,-14
2018/01/29,-12
2018/01/30,-10
2018/01/31,-14
2018/02/1,-6
2018/02/2,-6
2018/02/3,-6
2018/02/4,-4
2018/02/5,-5
2018/02/6,-6
2018/02/7,-5
2018/02/8,-7
2018/02/9,-7
2018/02/10,-5
2018/02/11,-5
2018/02/12,-7
2018/02/13,-8
2018/02/14,-8
2018/02/15,-7
2018/02/16,-6
2018/02/17,-7
2018/02/18,-6
2018/02/19,-8
2018/02/20,-5
2018/02/21,-6
2018/02/22,-10
2018/02/23,-11
2018/02/24,-12
2018/02/25,-9
2018/02/26,-12
2018/02/27,-12
2018/02/28,-15
2018/03/1,-11
2018/03/2,-8
2018/03/3,-10
2018/03/4,-7
2018/03/5,-5
2018/03/6,-9
2018/03/7,-8
2018/03/8,-8
2018/03/9,-4
2018/03/10,-4
2018/03/11,-9
2018/03/12,-7
2018/03/13,-8
2018/03/14,-7
2018/03/15,-5
2018/03/16,-2
2018/03/17,-6
2018/03/18,-8
2018/03/19,-10
2018/03/20,-1
2018/03/21,-4
2018/03/22,-3
2018/03/23,+1
2018/03/24,0
2018/03/25,+1
2018/03/26,+2
2018/03/27,+2
2018/03/28,0
2018/03/29,-1
2018/03/30,0
2018/03/31,-2
2018/04/1,-2
2018/04/2,+5
2018/04/3,+5
2018/04/4,+2
2018/04/5,+3
2018/04/6,+9
2018/04/7,+4
2018/04/8,+5
2018/04/9,+9
2018/04/10,+12
2018/04/11,+13
2018/04/12,+6
2018/04/13,+7
2018/04/14,+8
2018/04/15,+9
2018/04/16,+15
2018/04/17,+16
2018/04/18,+18
2018/04/19,+12
2018/04/20,+11
2018/04/21,+7
2018/04/22,+7
2018/04/23,+3
2018/04/24,+5
2018/04/25,+8
2018/04/26,+8
2018/04/27,+15
2018/04/28,+15
2018/04/29,+15
2018/04/30,+16
2018/05/1,+19
2018/05/2,+27
2018/05/3,+27
2018/05/4,+20
2018/05/5,+16
2018/05/6,+21
2018/05/7,+17
2018/05/8,+21
2018/05/9,+23
2018/05/10,+12
2018/05/11,+14
2018/05/12,+22
2018/05/13,+23
2018/05/14,+25
2018/05/15,+26
2018/05/16,+26
2018/05/17,+23
2018/05/18,+27
2018/05/19,+24
2018/05/20,+25
2018/05/21,+18
2018/05/22,+22
2018/05/23,+25
2018/05/24,+26
2018/05/25,+15
2018/05/26,+13
2018/05/27,+19
2018/05/28,+15
2018/05/29,+17
2018/05/30,+24
2018/05/31,+14
2018/06/1,+7
2018/06/2,+13
2018/06/3,+17
2018/06/4,+25
2018/06/5,+28
2018/06/6,+19
2018/06/7,+15
2018/06/8,+18
2018/06/9,+13
2018/06/10,+16
2018/06/11,+16
2018/06/12,+19
2018/06/13,+22
2018/06/14,+21
2018/06/15,+19
2018/06/16,+21
2018/06/17,+24
2018/06/18,+26
2018/06/19,+29
2018/06/20,+27
2018/06/21,+24
2018/06/22,+25
2018/06/23,+28
2018/06/24,+31
2018/06/25,+33
2018/06/26,+32
2018/06/27,+29
2018/06/28,+28
2018/06/29,+29
2018/06/30,+31
2018/07/1,+33
2018/07/2,+34
2018/07/3,+36
2018/07/4,+30
2018/07/5,+28
2018/07/6,+26
2018/07/7,+27
2018/07/8,+29
2018/07/9,+27
2018/07/10,+26
2018/07/11,+27
2018/07/12,+27
2018/07/13,+25
2018/07/14,+28
2018/07/15,+31
2018/07/16,+28
2018/07/17,+19
2018/07/18,+23
2018/07/19,+30
2018/07/20,+29
2018/07/21,+19
2018/07/22,+22
2018/07/23,+23
2018/07/24,+28
2018/07/25,+31
2018/07/26,+33
2018/07/27,+32
2018/07/28,+32
2018/07/29,+27
2018/07/30,+19
2018/07/31,+26
2018/08/1,+29
2018/08/2,+29
2018/08/3,+29
2018/08/4,+30
2018/08/5,+31
2018/08/6,+30
2018/08/7,+27
2018/08/8,+21
2018/08/9,+19
2018/08/10,+22
2018/08/11,+29
2018/08/12,+30
2018/08/13,+30
2018/08/14,+24
2018/08/15,+25
2018/08/16,+30
2018/08/17,+21
2018/08/18,+20
2018/08/19,+20
2018/08/20,+23
2018/08/21,+29
2018/08/22,+17
2018/08/23,+19
2018/08/24,+23
2018/08/25,+23
2018/08/26,+23
2018/08/27,+25
2018/08/28,+25
2018/08/29,+27
2018/08/30,+29
2018/08/31,+29
2018/09/1,+29
2018/09/2,+25
2018/09/3,+23
2018/09/4,+22
2018/09/5,+25
2018/09/6,+24
2018/09/7,+23
2018/09/8,+23
2018/09/9,+25
2018/09/10,+23
2018/09/11,+21
2018/09/12,+23
2018/09/13,+24
2018/09/14,+18
2018/09/15,+23
2018/09/16,+26
2018/09/17,+19
2018/09/20,+17
2018/09/21,+16
2018/09/22,+22
2018/09/23,+24
2018/09/24,+17
2018/09/25,+19
2018/09/26,+12
2018/09/27,+11
2018/09/28,+14
2018/09/29,+15
2018/09/30,+10
2018/10/1,+13
2018/10/2,+15
2018/10/3,+20
2018/10/4,+15
2018/10/5,+9
2018/10/6,+8
2018/10/7,+17
2018/10/8,+18
2018/10/9,+7
2018/10/10,+15
2018/10/11,+11
2018/10/12,+8
2018/10/13,+9
2018/10/14,+7
2018/10/15,+9
2018/10/16,+18
2018/10/17,+15
2018/10/18,+12
2018/10/19,+17
2018/10/20,+13
2018/10/21,+8
2018/10/22,+9
2018/10/23,+10
2018/10/24,+11
2018/10/25,+12
2018/10/26,+7
2018/10/27,+4
2018/10/28,+7
2018/10/29,+3
2018/10/30,0
2018/10/31,+3
2018/11/1,+3
2018/11/2,+5
2018/11/3,+7
2018/11/4,+4
2018/11/5,+6
2018/11/6,+5
2018/11/7,+4
2018/11/8,+2
2018/11/9,+1
2018/11/10,-3
2018/11/11,-5
2018/11/12,-6
2018/11/13,-5
2018/11/14,-5
2018/11/15,-5
2018/11/16,-2
2018/11/17,0
2018/11/18,+3
2018/11/19,+1
2018/11/20,+1
2018/11/21,-2
2018/11/22,-3
2018/11/23,-7
2018/11/24,-5
2018/11/25,-4
2018/11/26,-5
2018/11/27,-4
2018/11/28,-8
2018/11/29,-11
2018/11/30,-8
2018/12/1,-9
2018/12/2,-10
2018/12/3,-3
2018/12/4,-3
2018/12/5,-5
2018/12/6,-7
2018/12/7,-6
2018/12/8,-2
2018/12/9,-3
2018/12/10,-3
2018/12/11,-5
2018/12/12,-7
2018/12/13,-2
2018/12/14,-3
2018/12/15,-1
2018/12/16,-8
2018/12/17,-6
2018/12/18,-8
2018/12/19,-9
2018/12/20,-10
2018/12/21,-13
2018/12/22,-15
2018/12/23,-11
2018/12/24,-9
2018/12/25,-12
2018/12/26,-8
2018/12/27,-5
2018/12/28,-4
2018/12/29,-10
2018/12/30,-13
2018/12/31,-16
2019/01/1,-18
2019/01/2,-6
2019/01/3,-7
2019/01/4,-9
2019/01/5,-10
2019/01/6,-8
2019/01/7,-15
2019/01/8,-17
2019/01/9,-14
2019/01/10,-9
2019/01/11,-12
2019/01/12,0
2019/01/13,-8
2019/01/14,-9
2019/01/15,-3
2019/01/16,-4
2019/01/17,-7
2019/01/18,-8
2019/01/19,-2
2019/01/20,-7
2019/01/21,-10
2019/01/22,-11
2019/01/23,-18
2019/01/24,-20
2019/01/25,-13
2019/01/26,-16
2019/01/27,-13
2019/01/28,-11
2019/01/29,-9
2019/01/30,-6
2019/01/31,-7
2019/02/1,-8
2019/02/2,-11
2019/02/3,-10
2019/02/4,-5
2019/02/5,-11
2019/02/6,-11
2019/02/7,-8
2019/02/8,-4
2019/02/9,-6
2019/02/10,-8
2019/02/11,-8
2019/02/12,-7
2019/02/13,-10
2019/02/14,-7
2019/02/15,-5
2019/02/16,+2
2019/02/17,-1
2019/02/18,-1
2019/02/19,-10
2019/02/20,-3
2019/02/21,-5
2019/02/22,-4
2019/02/23,-7
2019/02/24,-9
2019/02/25,-8
2019/02/26,-5
2019/02/27,-4
2019/02/28,-2
2019/03/1,-2
2019/03/2,-2
2019/03/3,-4
2019/03/4,-2
2019/03/5,-3
2019/03/6,+4
2019/03/7,-3
2019/03/8,-5
2019/03/9,0
2019/03/10,+1
2019/03/11,+2
2019/03/12,+2
2019/03/13,+1
2019/03/14,0
2019/03/15,0
2019/03/16,0
2019/03/17,+1
2019/03/18,+5
2019/03/19,+6
2019/03/20,+7
2019/03/21,+4
2019/03/22,+1
2019/03/23,+3
2019/03/24,+1
2019/03/25,+1
2019/03/26,+5
2019/03/27,+5
2019/03/28,+3
2019/03/29,+3
2019/03/30,+1
2019/03/31,+7
2019/04/1,+8
2019/04/2,+6
2019/04/3,+2
2019/04/4,+5
2019/04/5,+6
2019/04/6,+7
2019/04/7,+6
2019/04/8,+8
2019/04/9,+14
2019/04/10,+18
2019/04/11,+19
2019/04/12,+20
2019/04/13,+20
2019/04/14,+11
2019/04/15,+12
2019/04/16,+11
2019/04/17,+5
2019/04/18,+7
2019/04/19,+9
2019/04/20,+13
2019/04/21,+13
2019/04/22,+16
2019/04/23,+14
2019/04/24,+17
2019/04/25,+22
2019/04/26,+18
2019/04/27,+21
2019/04/28,+11
2019/04/29,+6
2019/04/30,+8
2019/05/1,+13
2019/05/2,+12
2019/05/3,+17
2019/05/4,+20
2019/05/5,+18
2019/05/6,+24
2019/05/7,+19
2019/05/8,+25
2019/05/9,+28
2019/05/10,+30
2019/05/11,+32
2019/05/12,+32
2019/05/13,+32
2019/05/14,+30
2019/05/15,+26
2019/05/16,+22
2019/05/17,+15
2019/05/18,+17
2019/05/19,+13
2019/05/20,+11
2019/05/21,+16
2019/05/22,+14
2019/05/23,+24
2019/05/24,+13
2019/05/25,+15
2019/05/26,+22
2019/05/27,+25
2019/05/28,+25
2019/05/29,+28
2019/05/30,+30
2019/05/31,+30
2019/06/1,+29
2019/06/2,+26
2019/06/3,+27
2019/06/4,+20
2019/06/5,+24
2019/06/6,+27
2019/06/7,+24
2019/06/8,+25
2019/06/9,+25
2019/06/10,+28
2019/06/11,+32
2019/06/12,+28
2019/06/13,+18
2019/06/14,+20
2019/06/15,+20
2019/06/16,+21
2019/06/17,+24
2019/06/18,+26
2019/06/19,+22
2019/06/20,+29
2019/06/21,+30
2019/06/22,+31
2019/06/23,+33
2019/06/24,+24
2019/06/25,+25
2019/06/26,+22
2019/06/27,+16
2019/06/28,+27
2019/06/29,+26
2019/06/30,+19
2019/07/1,+23
2019/07/2,+25
2019/07/3,+26
2019/07/4,+25
2019/07/5,+22
2019/07/6,+26
2019/07/7,+23
2019/07/8,+24
2019/07/9,+27
2019/07/10,+25
2019/07/11,+25
2019/07/12,+19
2019/07/13,+22
2019/07/14,+25
2019/07/15,+22
2019/07/16,+26
2019/07/17,+22
2019/07/18,+29
2019/07/19,+28
2019/07/20,+27
2019/07/21,+28
2019/07/22,+20
